Invoice/Item Number,Date,Store Number,City,Zip Code,Item Number,Item Description,Pack,Bottle Volume (ml),Bottles Sold,Sale (Dollars),Volume Sold (Liters)
INV-11209300034,03/30/2018,4068,West Des Moines,50265,33256,Seagrams Lime Twisted Gin,12,750,2,$9.74,1.50
INV-11209300033,03/30/2018,4068,West Des Moines,50265,88290,Patron Silver Tequila,12,200,2,$13.50,0.40
INV-11209300032,03/30/2018,4068,West Des Moines,50265,21595,Ten High PET,12,750,2,$6.15,1.50
INV-11209300031,03/30/2018,4068,West Des Moines,50265,43244,Captain Morgan 100 Proof Spiced Rum,12,750,2,$15.74,1.50
INV-11209300030,03/30/2018,4068,West Des Moines,50265,86698,Jack Daniel's Tennessee Fire,24,375,3,$11.25,1.12
INV-11209300029,03/30/2018,4068,West Des Moines,50265,86691,Jack Daniel's Tennessee Fire Mini,12,500,1,$13.59,0.50
INV-11209300028,03/30/2018,4068,West Des Moines,50265,10803,Crown Royal Regal Apple Mini,10,300,1,$11.03,0.30
INV-11209300027,03/30/2018,4068,West Des Moines,50265,67557,Kamora Coffee Liqueur,12,1000,2,$12.59,2.00
INV-11209300026,03/30/2018,4068,West Des Moines,50265,14484,Revel Stoke Roasted Apple,12,750,2,$11.39,1.50
INV-11209300025,03/30/2018,4068,West Des Moines,50265,65253,Jagermeister Liqueur,48,200,5,$5.27,1.00
INV-11209300024,03/30/2018,4068,West Des Moines,50265,49186,Remy Martin VSOP,12,750,3,$34.47,2.25
INV-11209300023,03/30/2018,4068,West Des Moines,50265,11296,Crown Royal,12,750,2,$23.39,1.50
INV-11209300022,03/30/2018,4068,West Des Moines,50265,19066,Jim Beam,12,750,2,$15.74,1.50
INV-11209300021,03/30/2018,4068,West Des Moines,50265,15644,Jameson,24,375,1,$242.64,0.37
INV-11209300020,03/30/2018,4068,West Des Moines,50265,12408,Canadian Ltd Whisky,6,1750,1,$82.26,1.75
INV-11209300019,03/30/2018,4068,West Des Moines,50265,64510,Ciroc Apple,24,200,1,$180.00,0.20
INV-11209300018,03/30/2018,4068,West Des Moines,50265,49189,Remy Martin VSOP,24,200,1,$233.28,0.20
INV-11209300017,03/30/2018,4068,West Des Moines,50265,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,4,$45.00,12.00
INV-11209300016,03/30/2018,4068,West Des Moines,50265,64870,Fireball Cinnamon,48,100,3,$64.80,0.30
INV-11209300015,03/30/2018,4068,West Des Moines,50265,89199,Jose Cuervo Especial Reposado Square,12,375,1,$99.00,0.37
INV-11209300014,03/30/2018,4068,West Des Moines,50265,48099,Hennessy VS,24,200,2,$224.64,0.40
INV-11209300013,03/30/2018,4068,West Des Moines,50265,43336,Captain Morgan Original Spiced,12,750,1,$163.08,0.75
INV-11209300012,03/30/2018,4068,West Des Moines,50265,40193,New Amsterdam Pineapple,12,750,1,$135.00,0.75
INV-11209300011,03/30/2018,4068,West Des Moines,50265,34006,Absolut Swedish Vodka 80 Prf,12,750,1,$206.88,0.75
INV-11209300010,03/30/2018,4068,West Des Moines,50265,37356,Phillips Vodka Ez Pack,12,750,1,$64.32,0.75
INV-11209300009,03/30/2018,4068,West Des Moines,50265,36969,New Amsterdam Vodka,12,750,1,$135.00,0.75
INV-11209300008,03/30/2018,4068,West Des Moines,50265,40594,New Amsterdam Peach,12,750,1,$135.00,0.75
INV-11209300007,03/30/2018,4068,West Des Moines,50265,40592,New Amsterdam Peach,24,200,1,$80.64,0.20
INV-11209300006,03/30/2018,4068,West Des Moines,50265,37889,Seagrams Extra Smooth,12,375,1,$50.40,0.37
INV-11209300005,03/30/2018,4068,West Des Moines,50265,36304,Hawkeye Vodka,24,375,1,$66.96,0.37
INV-11209300004,03/30/2018,4068,West Des Moines,50265,53216,Paul Masson Grande Amber Brandy,12,750,1,$113.28,0.75
INV-11209300003,03/30/2018,4068,West Des Moines,50265,36903,Mccormick Vodka,48,200,1,$81.60,0.20
INV-11209300002,03/30/2018,4068,West Des Moines,50265,36904,Mccormick Vodka Pet,24,375,2,$64.80,0.75
INV-11209300001,03/30/2018,4068,West Des Moines,50265,36886,Mccormick Vodka,12,750,3,$59.64,2.25
INV-11209200018,03/30/2018,4382,West Des Moines,50265,81206,Paramount Peppermint Schnapps,12,750,4,$6.00,3.00
INV-11209200017,03/30/2018,4382,West Des Moines,50265,11776,Black Velvet,12,750,1,$94.20,0.75
INV-11209200016,03/30/2018,4382,West Des Moines,50265,32236,Seagrams Extra Dry Gin,12,750,1,$116.88,0.75
INV-11209200015,03/30/2018,4382,West Des Moines,50265,43028,Admiral Nelson Spiced Rum,6,1750,1,$103.98,1.75
INV-11209200014,03/30/2018,4382,West Des Moines,50265,38176,Titos Handmade Vodka,12,750,1,$173.52,0.75
INV-11209200013,03/30/2018,4382,West Des Moines,50265,34820,Svedka Vodka,12,750,4,$12.38,3.00
INV-11209200012,03/30/2018,4382,West Des Moines,50265,37994,Smirnoff 80prf,24,375,6,$7.13,2.25
INV-11209200011,03/30/2018,4382,West Des Moines,50265,11294,Crown Royal Canadian Whisky,24,375,8,$12.00,3.00
INV-11209200010,03/30/2018,4382,West Des Moines,50265,10805,Crown Royal Regal Apple,24,375,2,$12.00,0.75
INV-11209200009,03/30/2018,4382,West Des Moines,50265,40593,New Amsterdam Peach,24,375,6,$5.25,2.25
INV-11208000004,03/30/2018,4369,Norwalk,50211,37991,Smirnoff 80prf Mini,12,500,1,$134.52,0.50
INV-11208000003,03/30/2018,4369,Norwalk,50211,38180,Titos Handmade Mini,5,600,1,$96.00,0.60
INV-11208000002,03/30/2018,4369,Norwalk,50211,27781,Jim Beam Apple,48,100,2,$90.24,0.20
INV-11208000001,03/30/2018,4369,Norwalk,50211,43331,Captain Morgan Spiced Rum Mini,12,500,2,$86.40,1.00
INV-11207900038,03/30/2018,4594,Des Moines,50312,37996,Smirnoff 80prf,12,750,2,$12.38,1.50
INV-11207900037,03/30/2018,4594,Des Moines,50312,37991,Smirnoff 80prf Mini,12,500,1,$11.21,0.50
INV-11207900036,03/30/2018,4594,Des Moines,50312,37994,Smirnoff 80prf,24,375,4,$7.13,1.50
INV-11207900035,03/30/2018,4594,Des Moines,50312,37993,Smirnoff 80prf,48,200,6,$3.81,1.20
INV-11207900034,03/30/2018,4594,Des Moines,50312,32233,Seagrams Extra Dry Gin,48,200,2,$2.99,0.40
INV-11207900033,03/30/2018,4594,Des Moines,50312,11290,Crown Royal Canadian Whisky Mini,10,300,3,$11.03,0.90
INV-11207900032,03/30/2018,4594,Des Moines,50312,11299,Crown Royal,44,200,4,$7.08,0.80
INV-11207900031,03/30/2018,4594,Des Moines,50312,36968,New Amsterdam Vodka,24,375,8,$5.25,3.00
INV-11207900030,03/30/2018,4594,Des Moines,50312,36904,Mccormick Vodka Pet,24,375,1,$64.80,0.37
INV-11207900029,03/30/2018,4594,Des Moines,50312,36886,Mccormick Vodka,12,750,6,$4.97,4.50
INV-11207900028,03/30/2018,4594,Des Moines,50312,36903,Mccormick Vodka,48,200,12,$1.70,2.40
INV-11207900027,03/30/2018,4594,Des Moines,50312,36901,McCormick Vodka Mini,6,500,2,$7.05,1.00
INV-11207900026,03/30/2018,4594,Des Moines,50312,53213,Paul Masson Grande Amber Brandy,24,200,10,$2.94,2.00
INV-11207900025,03/30/2018,4594,Des Moines,50312,75208,Kinky Liqueur Mini,6,500,1,$7.26,0.50
INV-11207900024,03/30/2018,4594,Des Moines,50312,89191,Jose Cuervo Especial Reposado Tequila Mini,12,500,4,$17.25,2.00
INV-11207900023,03/30/2018,4594,Des Moines,50312,89199,Jose Cuervo Especial Reposado Square,12,375,6,$8.25,2.25
INV-11207900022,03/30/2018,4594,Des Moines,50312,89193,Jose Cuervo Especial Reposado Tequila,48,200,6,$4.50,1.20
INV-11207900021,03/30/2018,4594,Des Moines,50312,86691,Jack Daniel's Tennessee Fire Mini,12,500,1,$13.59,0.50
INV-11207900020,03/30/2018,4594,Des Moines,50312,26824,Jack Daniels Old #7 Black Lbl Square,24,375,12,$11.25,4.50
INV-11207900019,03/30/2018,4594,Des Moines,50312,48105,Hennessy VS,12,375,2,$188.88,0.75
INV-11207900018,03/30/2018,4594,Des Moines,50312,48099,Hennessy VS,24,200,2,$224.64,0.40
INV-11207900017,03/30/2018,4594,Des Moines,50312,34359,Grey Goose Vodka,12,200,3,$7.50,0.60
INV-11207900016,03/30/2018,4594,Des Moines,50312,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,2,$45.00,6.00
INV-11207900015,03/30/2018,4594,Des Moines,50312,64863,Fireball Cinnamon Whiskey,48,200,6,$3.75,1.20
INV-11207900014,03/30/2018,4594,Des Moines,50312,52593,E & J Vs Brandy,24,200,5,$3.00,1.00
INV-11207900013,03/30/2018,4594,Des Moines,50312,64864,Fireball Cinnamon Whisky,24,375,8,$8.00,3.00
INV-11207900012,03/30/2018,4594,Des Moines,50312,43331,Captain Morgan Spiced Rum Mini,12,500,3,$7.20,1.50
INV-11207900011,03/30/2018,4594,Des Moines,50312,43334,Captain Morgan Spiced Rum,24,375,6,$7.50,2.25
INV-11207900010,03/30/2018,4594,Des Moines,50312,11773,Black Velvet,48,200,12,$2.34,2.40
INV-11207900009,03/30/2018,4594,Des Moines,50312,11776,Black Velvet,12,750,1,$94.20,0.75
INV-11207900008,03/30/2018,4594,Des Moines,50312,11774,Black Velvet,24,375,1,$110.64,0.37
INV-11207900007,03/30/2018,4594,Des Moines,50312,11788,Black Velvet,6,1750,1,$94.08,1.75
INV-11207900006,03/30/2018,4594,Des Moines,50312,35316,Barton Vodka,12,750,1,$60.72,0.75
INV-11207900005,03/30/2018,4594,Des Moines,50312,35776,Barton Vodka Mini,10,600,1,$5.88,0.60
INV-11207900004,03/30/2018,4594,Des Moines,50312,35314,Barton Vodka,24,375,1,$61.68,0.37
INV-11207900003,03/30/2018,4594,Des Moines,50312,35318,Barton Vodka,6,1750,1,$62.28,1.75
INV-11207900002,03/30/2018,4594,Des Moines,50312,34004,Absolut Swedish Vodka 80 Prf,24,375,4,$9.74,1.50
INV-11207900001,03/30/2018,4594,Des Moines,50312,34001,Absolut Swedish Vodka 80 Prf Mini,10,600,1,$11.88,0.60
INV-11207600065,03/30/2018,2626,Des Moines,50311,42716,Malibu Coconut Rum,12,750,1,$134.88,0.75
INV-11207600064,03/30/2018,2626,Des Moines,50311,1799,Captain Morgan Spiced Barrel,6,1750,1,$162.00,1.75
INV-11207600063,03/30/2018,2626,Des Moines,50311,58886,Jose Cuervo Light White Peach Margarita,6,1750,1,$78.66,1.75
INV-11207600062,03/30/2018,2626,Des Moines,50311,58868,Jose Cuervo Authentic Strawberry Margarita,6,1750,1,$78.66,1.75
INV-11207600061,03/30/2018,2626,Des Moines,50311,58838,Jose Cuervo Authentic Lime Margarita,6,1750,2,$78.66,3.50
INV-11207600060,03/30/2018,2626,Des Moines,50311,57144,Chi-Chi's White Russian,6,1750,1,$58.50,1.75
INV-11207600059,03/30/2018,2626,Des Moines,50311,57125,Chi-Chi's Gold Margarita,6,1750,1,$58.50,1.75
INV-11207600058,03/30/2018,2626,Des Moines,50311,48101,Hennessy Vs Cognac Minis,10,600,1,$422.10,0.60
INV-11207600057,03/30/2018,2626,Des Moines,50311,22216,Woodford Reserve Bourbon,6,750,1,$202.44,0.75
INV-11207600056,03/30/2018,2626,Des Moines,50311,17956,Evan Williams Str Bourbon,12,750,1,$139.32,0.75
INV-11207600055,03/30/2018,2626,Des Moines,50311,17127,Cabin Still Str Bourbon,12,1000,1,$90.00,1.00
INV-11207600054,03/30/2018,2626,Des Moines,50311,16516,Ancient Age Bourbon,12,750,1,$110.88,0.75
INV-11207600053,03/30/2018,2626,Des Moines,50311,81206,Paramount Peppermint Schnapps,12,750,1,$72.00,0.75
INV-11207600052,03/30/2018,2626,Des Moines,50311,69636,Dr. Mcgillicuddy's Cherry Schnapps,12,750,1,$155.88,0.75
INV-11207600051,03/30/2018,2626,Des Moines,50311,64868,Fireball Cinnamon Whiskey,6,1750,2,$138.00,3.50
INV-11207600050,03/30/2018,2626,Des Moines,50311,64866,Fireball Cinnamon Whiskey,12,750,2,$162.00,1.50
INV-11207600049,03/30/2018,2626,Des Moines,50311,23826,Five Star,12,750,1,$63.00,0.75
INV-11207600048,03/30/2018,2626,Des Moines,50311,21598,Ten High,6,1750,1,$83.16,1.75
INV-11207600047,03/30/2018,2626,Des Moines,50311,21596,Ten High,12,750,1,$73.80,0.75
INV-11207600046,03/30/2018,2626,Des Moines,50311,11788,Black Velvet,6,1750,1,$94.08,1.75
INV-11207600045,03/30/2018,2626,Des Moines,50311,11786,Black Velvet Traveler,12,750,2,$94.20,1.50
INV-11207600044,03/30/2018,2626,Des Moines,50311,11776,Black Velvet,12,750,1,$94.20,0.75
INV-11207600043,03/30/2018,2626,Des Moines,50311,11296,Crown Royal,12,750,1,$280.68,0.75
INV-11207600042,03/30/2018,2626,Des Moines,50311,10807,Crown Royal Regal Apple,12,750,1,$280.68,0.75
INV-11207600041,03/30/2018,2626,Des Moines,50311,89388,Juarez Tequila Gold,6,1750,1,$135.00,1.75
INV-11207600040,03/30/2018,2626,Des Moines,50311,89196,Jose Cuervo Especial Reposado Tequila,12,750,1,$199.32,0.75
INV-11207600039,03/30/2018,2626,Des Moines,50311,52316,Christian Bros Brandy,12,750,1,$106.56,0.75
INV-11207600038,03/30/2018,2626,Des Moines,50311,15626,Jameson,12,750,1,$269.88,0.75
INV-11207600037,03/30/2018,2626,Des Moines,50311,31718,Phillips Gin,6,1750,1,$72.00,1.75
INV-11207600036,03/30/2018,2626,Des Moines,50311,38178,Titos Handmade Vodka,6,1750,3,$166.62,5.25
INV-11207600035,03/30/2018,2626,Des Moines,50311,38176,Titos Handmade Vodka,12,750,3,$173.52,2.25
INV-11207600034,03/30/2018,2626,Des Moines,50311,38056,Swell Vodka,12,750,1,$108.00,0.75
INV-11207600033,03/30/2018,2626,Des Moines,50311,38046,Swell Zone Vodka,12,750,1,$169.92,0.75
INV-11207600032,03/30/2018,2626,Des Moines,50311,37416,Popov Vodka 80 Prf,12,750,1,$81.00,0.75
INV-11207600031,03/30/2018,2626,Des Moines,50311,37348,Phillips Vodka,6,1750,3,$68.40,5.25
INV-11207600030,03/30/2018,2626,Des Moines,50311,36978,Nikolai Vodka,6,1750,2,$62.28,3.50
INV-11207600029,03/30/2018,2626,Des Moines,50311,36976,Nikolai Vodka,12,750,2,$58.92,1.50
INV-11207600028,03/30/2018,2626,Des Moines,50311,36886,Mccormick Vodka,12,750,1,$59.64,0.75
INV-11207600027,03/30/2018,2626,Des Moines,50311,36305,Hawkeye Vodka,12,750,4,$60.12,3.00
INV-11207600026,03/30/2018,2626,Des Moines,50311,36308,Hawkeye Vodka,6,1750,3,$64.56,5.25
INV-11207600025,03/30/2018,2626,Des Moines,50311,36307,Hawkeye Vodka,12,1000,1,$72.96,1.00
INV-11207600024,03/30/2018,2626,Des Moines,50311,36306,Hawkeye Vodka,12,750,1,$60.12,0.75
INV-11207600023,03/30/2018,2626,Des Moines,50311,36188,Gordon's Vodka 80 Prf - Pet,6,1750,1,$87.66,1.75
INV-11207600022,03/30/2018,2626,Des Moines,50311,35416,Burnett's Vodka 80 Prf,12,750,1,$80.64,0.75
INV-11207600021,03/30/2018,2626,Des Moines,50311,35213,Sobieski,6,1750,1,$98.94,1.75
INV-11207600020,03/30/2018,2626,Des Moines,50311,34856,Tanqueray Sterling Vodka,12,750,1,$126.00,0.75
INV-11207600019,03/30/2018,2626,Des Moines,50311,34368,Fris Danish Vodka,6,1750,2,$76.44,3.50
INV-11207600018,03/30/2018,2626,Des Moines,50311,34006,Absolut Swedish Vodka 80 Prf,12,750,1,$206.88,0.75
INV-11207600017,03/30/2018,2626,Des Moines,50311,84207,99 Rootbeer Mini,10,600,1,$90.00,0.60
INV-11207600016,03/30/2018,2626,Des Moines,50311,68039,Baileys Original Irish Cream 100ml,4,2400,1,$172.28,2.40
INV-11207600015,03/30/2018,2626,Des Moines,50311,64870,Fireball Cinnamon,48,100,7,$64.80,0.70
INV-11207600014,03/30/2018,2626,Des Moines,50311,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,5,$45.00,15.00
INV-11207600013,03/30/2018,2626,Des Moines,50311,53214,Paul Masson Grande Amber Brandy,24,375,1,$115.92,0.37
INV-11207600012,03/30/2018,2626,Des Moines,50311,53213,Paul Masson Grande Amber Brandy,24,200,1,$70.56,0.20
INV-11207600011,03/30/2018,2626,Des Moines,50311,48106,Hennessy Vs Cognac,12,750,2,$359.88,1.50
INV-11207600010,03/30/2018,2626,Des Moines,50311,48105,Hennessy VS,12,375,2,$188.88,0.75
INV-11207600009,03/30/2018,2626,Des Moines,50311,39704,Western Son Prickly Pear Vodka Mini,6,50,0,$43.50,0.04
INV-11207600008,03/30/2018,2626,Des Moines,50311,35913,Five O'clock Vodka,48,200,1,$81.60,0.20
INV-11207600007,03/30/2018,2626,Des Moines,50311,34003,Absolut Swedish Vodka 80 Prf,24,200,1,$143.76,0.20
INV-11207600006,03/30/2018,2626,Des Moines,50311,25604,Seagrams 7 Crown Bl Whiskey,24,375,1,$126.00,0.37
INV-11207600005,03/30/2018,2626,Des Moines,50311,11774,Black Velvet,24,375,1,$110.64,0.37
INV-11207600004,03/30/2018,2626,Des Moines,50311,39648,Western Son Lime Vodka,12,750,1,$162.24,0.75
INV-11207600003,03/30/2018,2626,Des Moines,50311,39707,Western Son Watermelon Vodka,12,750,1,$162.24,0.75
INV-11207600002,03/30/2018,2626,Des Moines,50311,39839,Western Son Prickly Pear Vodka,12,750,1,$162.24,0.75
INV-11207600001,03/30/2018,2626,Des Moines,50311,39825,Western Son Blueberry Vodka,12,750,1,$162.24,0.75
INV-11207500001,03/30/2018,5144,Ankeny,50021,59162,1800 Ultimate Pineapple Margarita,6,1750,24,$90.36,42.00
INV-11207400072,03/30/2018,5144,Ankeny,50021,10808,Crown Royal Regal Apple,12,1000,1,$340.08,1.00
INV-11207400071,03/30/2018,5144,Ankeny,50021,42718,Malibu Coconut Rum,6,1750,2,$148.44,3.50
INV-11207400070,03/30/2018,5144,Ankeny,50021,37347,Phillips Vodka,12,1000,2,$77.28,2.00
INV-11207400069,03/30/2018,5144,Ankeny,50021,17958,Evan Williams Yr Str Bourbon,6,1750,2,$139.50,3.50
INV-11207400068,03/30/2018,5144,Ankeny,50021,86112,Dekuyper Triple Sec,12,1000,1,$42.00,1.00
INV-11207400067,03/30/2018,5144,Ankeny,50021,44217,Barton Rum Light,12,1000,2,$72.00,2.00
INV-11207400066,03/30/2018,5144,Ankeny,50021,19477,Maker's Mark,12,1000,1,$396.72,1.00
INV-11207400065,03/30/2018,5144,Ankeny,50021,38178,Titos Handmade Vodka,6,1750,12,$166.62,21.00
INV-11207400064,03/30/2018,5144,Ankeny,50021,18350,Four Roses Single Barrel,6,750,1,$181.56,0.75
INV-11207400063,03/30/2018,5144,Ankeny,50021,23828,Five Star,6,1750,6,$68.58,10.50
INV-11207400062,03/30/2018,5144,Ankeny,50021,19486,Maker's 46,6,750,1,$188.94,0.75
INV-11207400061,03/30/2018,5144,Ankeny,50021,88296,Patron Tequila Silver,12,750,1,$486.00,0.75
INV-11210700016,03/30/2018,5505,Hampton,50441,89837,Hornitos Gold,12,1000,3,$21.26,3.00
INV-11210700015,03/30/2018,5505,Hampton,50441,22788,Beam's 8 Star Bl Whiskey,6,1750,1,$70.86,1.75
INV-11210700014,03/30/2018,5505,Hampton,50441,73517,Dekuyper Cactus Juice,12,1000,2,$11.81,2.00
INV-11210700013,03/30/2018,5505,Hampton,50441,17956,Evan Williams Str Bourbon,12,750,2,$11.61,1.50
INV-11210700012,03/30/2018,5505,Hampton,50441,52318,Christian Bros Brandy,6,1750,2,$17.75,3.50
INV-11210700011,03/30/2018,5505,Hampton,50441,35416,Burnett's Vodka 80 Prf,12,750,1,$80.64,0.75
INV-11208500002,03/30/2018,2550,Osceola,50213,12406,Canadian Ltd Whisky,12,750,3,$6.01,2.25
INV-11208500001,03/30/2018,2550,Osceola,50213,10627,Canadian Club Whisky,12,1000,1,$14.57,1.00
INV-11208400009,03/30/2018,4825,Osceola,50213,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,2,$45.00,6.00
INV-11208400008,03/30/2018,4825,Osceola,50213,58836,Jose Cuervo Authentic Lime Margarita,12,750,1,$83.16,0.75
INV-11208400007,03/30/2018,4825,Osceola,50213,43145,Bacardi Pineapple,12,750,1,$148.68,0.75
INV-11208400006,03/30/2018,4825,Osceola,50213,41360,Uv Pink Lemonade Vodka,12,750,1,$117.00,0.75
INV-11208400005,03/30/2018,4825,Osceola,50213,36904,Mccormick Vodka Pet,24,375,2,$64.80,0.75
INV-11208400004,03/30/2018,4825,Osceola,50213,35918,Five O'clock Vodka,6,1750,1,$64.80,1.75
INV-11208400003,03/30/2018,4825,Osceola,50213,19066,Jim Beam,12,750,1,$188.88,0.75
INV-11208400002,03/30/2018,4825,Osceola,50213,11788,Black Velvet,6,1750,1,$94.08,1.75
INV-11208400001,03/30/2018,4825,Osceola,50213,11771,Black Velvet Mini,10,600,1,$102.00,0.60
INV-11208300024,03/30/2018,4260,Osceola,50213,64636,Campari Italian Aperitivo,12,750,1,$22.50,0.75
INV-11208300023,03/30/2018,4260,Osceola,50213,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,3,$45.00,9.00
INV-11208300022,03/30/2018,4260,Osceola,50213,64336,B&b D.o.m.,12,750,5,$29.25,3.75
INV-11208300021,03/30/2018,4260,Osceola,50213,8826,Lauder's Scotch,12,750,1,$92.40,0.75
INV-11208300020,03/30/2018,4260,Osceola,50213,11776,Black Velvet,12,750,1,$94.20,0.75
INV-11208300019,03/30/2018,4260,Osceola,50213,24156,Hawkeye Blend Whiskey,12,750,1,$63.00,0.75
INV-11208300018,03/30/2018,4260,Osceola,50213,31658,Paramount Gin,6,1750,1,$64.02,1.75
INV-11208300017,03/30/2018,4260,Osceola,50213,65200,Tequila Rose Liqueur,12,750,1,$170.88,0.75
INV-11208300016,03/30/2018,4260,Osceola,50213,19066,Jim Beam,12,750,1,$188.88,0.75
INV-11208300015,03/30/2018,4260,Osceola,50213,10628,Canadian Club Whisky,6,1750,1,$127.56,1.75
INV-11208300014,03/30/2018,4260,Osceola,50213,25608,Seagrams 7 Crown Bl Whiskey,6,1750,1,$107.64,1.75
INV-11208300013,03/30/2018,4260,Osceola,50213,89196,Jose Cuervo Especial Reposado Tequila,12,750,1,$199.32,0.75
INV-11208300012,03/30/2018,4260,Osceola,50213,87408,Jose Cuervo Especial Silver,12,750,1,$199.32,0.75
INV-11208300011,03/30/2018,4260,Osceola,50213,75211,Kinky Liqueur,12,750,4,$15.00,3.00
INV-11208300010,03/30/2018,4260,Osceola,50213,5036,Glenlivet 12YR,12,750,3,$35.22,2.25
INV-11208300009,03/30/2018,4260,Osceola,50213,43127,Bacardi Superior Rum,12,1000,1,$14.25,1.00
INV-11208300008,03/30/2018,4260,Osceola,50213,36307,Hawkeye Vodka,12,1000,1,$6.08,1.00
INV-11208300007,03/30/2018,4260,Osceola,50213,89387,Juarez Tequila Gold,12,1000,1,$12.00,1.00
INV-11208300006,03/30/2018,4260,Osceola,50213,45277,Paramount White Rum,12,1000,1,$6.63,1.00
INV-11208300005,03/30/2018,4260,Osceola,50213,86112,Dekuyper Triple Sec,12,1000,1,$3.50,1.00
INV-11208300004,03/30/2018,4260,Osceola,50213,19227,Knob Creek,6,1000,1,$37.01,1.00
INV-11208300003,03/30/2018,4260,Osceola,50213,34422,Grey Goose Vodka,6,1000,1,$33.75,1.00
INV-11208300002,03/30/2018,4260,Osceola,50213,34747,Stolichnaya 80prf,12,1000,1,$23.96,1.00
INV-11208300001,03/30/2018,4260,Osceola,50213,38177,Titos Handmade Vodka,12,1000,2,$19.01,2.00
INV-11208200034,03/30/2018,4370,Norwalk,50211,52594,E & J Vs Brandy,24,375,2,$5.24,0.75
INV-11208200033,03/30/2018,4370,Norwalk,50211,53214,Paul Masson Grande Amber Brandy,24,375,1,$4.83,0.37
INV-11208200032,03/30/2018,4370,Norwalk,50211,11774,Black Velvet,24,375,2,$4.61,0.75
INV-11208200031,03/30/2018,4370,Norwalk,50211,86884,Southern Comfort,24,375,2,$7.17,0.75
INV-11208200030,03/30/2018,4370,Norwalk,50211,19064,Jim Beam,24,375,6,$8.25,2.25
INV-11208200029,03/30/2018,4370,Norwalk,50211,43124,Bacardi Superior Rum,24,375,1,$6.75,0.37
INV-11207400060,03/30/2018,5144,Ankeny,50021,34458,Ketel One Imported Vodka,6,1750,1,$198.00,1.75
INV-11207400059,03/30/2018,5144,Ankeny,50021,26906,Jack Daniels Single Barrel,6,750,1,$243.84,0.75
INV-11207400058,03/30/2018,5144,Ankeny,50021,89577,Montezuma Gold Tequila,12,1000,2,$126.36,2.00
INV-11207400057,03/30/2018,5144,Ankeny,50021,17916,Elijah Craig,12,750,1,$269.52,0.75
INV-11207400056,03/30/2018,5144,Ankeny,50021,27410,Jim Beam Honey,12,750,1,$188.88,0.75
INV-11207400055,03/30/2018,5144,Ankeny,50021,65127,Grand Marnier Cordon Rouge,12,1000,1,$459.96,1.00
INV-11207400054,03/30/2018,5144,Ankeny,50021,43028,Admiral Nelson Spiced Rum,6,1750,3,$103.98,5.25
INV-11207400053,03/30/2018,5144,Ankeny,50021,5006,Glenfiddich 12yr Special Reserve,12,750,1,$413.64,0.75
INV-11207400052,03/30/2018,5144,Ankeny,50021,82787,Dekuyper Buttershots,12,1000,1,$141.72,1.00
INV-11207400051,03/30/2018,5144,Ankeny,50021,89242,Corralejo Reposado Tequila,6,750,1,$135.00,0.75
INV-11207400050,03/30/2018,5144,Ankeny,50021,45278,Paramount White Rum,6,1750,1,$70.56,1.75
INV-11207400049,03/30/2018,5144,Ankeny,50021,52599,E & J Vs Brandy Round,12,1000,1,$130.32,1.00
INV-11207400048,03/30/2018,5144,Ankeny,50021,27102,Templeton 4YR Rye,6,750,20,$162.84,15.00
INV-11207400047,03/30/2018,5144,Ankeny,50021,38177,Titos Handmade Vodka,12,1000,3,$228.12,3.00
INV-11207400046,03/30/2018,5144,Ankeny,50021,17206,Cedar Ridge Bourbon,6,750,1,$162.90,0.75
